AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
16727.69,197.29,10.44,9311.70,129.74,2579.29,2496.80,1904.11,-118.15,42.98,1136.84,1051.90,1975.45,56.77,66.29,39.56,12.14,214.21,15.91,3.72,24.52,180.28,34.26,75.42,289.96,548.32,8.66,12.53,11.61,8.23,7.57,322.96,0.71,12.62,336.28,3.65,1.44,2.21,25.87,300.12,12.50,312.62,9.84,9.08,6.00,8.55,623.60,346.67,99.57,95.40,483.67,579.07,678.64,57.50,2.02,59.52,414.37,2122.78,70.57,66824.67,21310.18,145.13,1975.45,429.00,11813.75,40840.67,4456.00,544.25,1092.33,2590.58,1746.83,2.00,400.00,2367.75,66510.25
16424.34,215.84,13.82,8392.08,124.86,3336.83,1988.48,2136.46,12.82,25.50,1139.47,1055.01,1977.45,53.03,62.19,38.68,12.42,257.43,16.30,3.34,24.24,182.46,36.76,76.47,295.69,596.99,7.88,12.17,11.18,7.36,7.08,339.97,0.67,12.89,353.53,3.48,1.58,1.90,29.07,315.10,11.26,326.36,10.06,9.12,6.13,8.71,803.08,431.71,100.34,96.04,525.87,621.91,722.26,67.44,2.09,69.53,448.15,2474.73,78.04,60251.46,22130.08,152.79,1977.45,429.00,11793.00,40898.00,4456.00,550.00,1093.00,2586.00,1747.00,2.00,400.00,2373.00,66554.00
14729.93,194.80,6.08,7629.38,129.64,3044.77,1720.68,1741.36,80.17,33.85,989.65,911.57,1979.44,55.32,66.11,60.17,11.98,183.51,14.25,3.66,24.91,162.89,32.67,69.09,264.65,490.97,8.57,12.13,11.22,8.25,8.18,311.81,0.64,10.78,323.23,4.19,1.36,2.84,15.26,301.33,9.48,310.81,9.89,9.34,6.16,8.74,899.46,477.25,91.90,79.13,520.56,599.69,691.59,70.27,1.89,72.16,425.49,2565.95,68.71,54178.97,19167.56,143.23,1979.44,427.00,11816.42,40920.58,4456.00,550.00,1092.08,2587.00,1747.17,2.42,400.00,2380.42,66606.00
15311.88,144.79,14.05,7062.83,186.11,3372.36,2295.72,1990.78,53.88,36.13,1055.88,982.58,1981.43,61.27,73.77,48.48,11.89,238.83,15.39,5.26,30.12,174.64,36.85,75.95,287.44,577.03,8.79,12.81,11.79,8.42,7.64,308.33,0.66,11.48,320.47,3.89,2.09,1.80,20.54,291.66,10.08,301.74,10.27,9.35,6.22,8.80,616.53,354.27,103.42,81.20,497.27,578.47,681.89,57.53,2.09,59.62,416.02,2128.33,48.41,50727.02,20314.46,130.90,1981.43,425.00,11839.83,40943.17,4456.00,550.00,1091.17,2588.00,1747.33,2.83,400.00,2387.83,66658.00
15310.07,190.14,59.00,7052.15,181.90,3180.54,2250.79,2104.47,90.22,34.49,1028.23,948.66,1983.42,59.29,73.43,64.57,11.74,236.14,14.82,5.80,31.35,173.47,32.34,71.83,277.64,565.75,8.20,13.31,11.50,8.14,7.77,291.25,0.64,11.24,303.13,4.00,1.17,2.83,20.76,275.34,9.86,285.20,10.63,9.38,6.19,8.82,407.71,259.85,98.78,80.14,459.54,539.68,638.46,48.60,2.03,50.62,453.14,1809.78,67.41,51574.61,19585.63,140.75,1983.42,423.00,11863.25,40965.75,4456.00,550.00,1090.25,2589.00,1747.50,3.25,400.00,2395.25,66710.00
16148.65,169.99,53.51,7822.77,195.59,2456.21,2987.18,2242.15,28.27,33.36,1041.45,956.22,1985.41,63.10,78.74,63.50,12.24,257.45,14.90,6.64,29.18,173.55,33.83,77.98,285.36,593.54,8.41,14.69,11.51,8.11,7.96,317.83,0.68,11.70,330.20,4.64,1.16,3.48,30.61,292.80,10.27,303.07,10.77,9.51,6.27,8.96,215.72,168.35,104.60,83.78,437.39,521.17,625.77,41.34,2.09,43.44,507.09,1560.37,60.45,56950.48,21178.61,135.03,1985.41,421.00,11886.67,40988.33,4456.00,550.00,1089.33,2590.00,1747.67,3.67,400.00,2402.67,66762.00
18121.43,204.84,36.93,9335.70,193.84,2920.66,2741.47,2382.94,80.77,38.13,1103.93,1022.98,1966.78,70.56,87.57,56.01,13.66,225.52,15.62,6.70,25.90,170.16,33.40,80.62,284.18,557.92,8.45,16.28,11.81,7.92,7.80,350.34,0.71,11.71,362.76,4.49,1.31,3.19,32.63,323.01,10.31,333.31,11.09,9.95,6.59,9.45,137.17,134.77,101.19,84.70,426.12,510.82,612.02,41.31,2.03,43.34,628.47,1555.76,75.18,70464.59,22041.12,153.54,1966.78,419.00,11910.08,41010.92,4456.00,550.00,1088.42,2591.00,1747.83,4.08,400.00,2410.08,66814.00
22218.72,200.92,29.40,12445.64,163.65,3333.08,3385.22,2357.94,70.30,42.49,1113.48,1029.93,1989.39,76.39,93.26,54.19,14.08,222.17,15.85,7.00,21.33,178.13,34.40,82.56,295.09,561.45,8.02,16.71,11.63,7.51,7.03,379.91,0.76,12.55,393.23,5.51,1.74,3.77,33.30,352.64,11.05,363.69,11.07,10.14,6.71,9.64,117.62,122.41,103.43,90.38,420.14,510.52,613.94,44.23,2.09,46.33,760.52,1660.81,73.32,97041.28,25005.52,154.93,1989.39,417.00,11933.50,41033.50,4456.00,550.00,1087.50,2592.00,1748.00,4.50,400.00,2417.50,66866.00
22755.18,211.58,36.90,13821.27,134.70,3108.99,2865.34,2264.21,81.95,40.03,1113.10,1028.57,1991.38,77.74,94.68,48.57,13.99,197.09,15.89,6.83,26.68,174.79,34.38,86.58,295.75,542.24,7.60,16.71,11.19,6.72,6.83,407.87,0.77,13.16,421.80,5.40,1.91,3.49,40.36,373.37,11.56,384.93,11.07,10.07,6.84,9.68,112.02,127.08,104.01,100.53,430.60,531.13,635.14,50.91,2.09,53.01,969.43,1896.67,78.48,108310.60,25919.91,159.36,1991.38,415.00,11956.92,41056.08,4456.00,550.00,1086.58,2593.00,1748.17,4.92,400.00,2424.92,66918.00
19003.49,204.67,4.32,10934.33,162.95,3248.12,2138.81,2095.98,-0.83,35.86,1087.66,1006.07,1993.37,71.09,85.60,52.43,13.85,145.72,15.41,6.23,28.34,169.55,33.14,83.95,286.64,482.33,7.00,16.03,10.92,6.28,6.33,342.71,0.68,12.00,355.39,3.84,2.46,1.38,8.73,337.53,10.53,348.05,10.96,9.90,6.52,9.43,116.44,127.32,101.70,89.44,428.13,517.56,619.26,42.29,2.03,44.31,683.33,1590.66,74.97,81333.03,24974.68,151.68,1993.37,413.00,11980.33,41078.67,4456.00,550.00,1085.67,2594.00,1748.33,5.33,400.00,2432.33,66970.00
17136.28,182.47,9.47,10343.16,119.14,2552.43,1784.06,1963.76,-11.31,36.98,1123.29,1041.30,1995.36,65.12,76.91,50.01,12.61,146.25,15.99,5.55,33.37,174.97,34.95,92.47,302.39,503.55,7.43,14.57,10.93,7.06,7.00,319.83,0.71,12.08,332.62,3.57,1.56,2.01,16.23,307.78,10.61,318.40,10.82,9.77,6.46,9.17,174.27,157.69,105.26,89.38,451.58,540.96,646.22,43.24,2.09,45.33,604.09,1627.60,68.09,77872.61,22667.37,129.27,1995.36,411.00,12003.75,41101.25,4456.00,550.00,1084.75,2595.00,1748.50,5.75,400.00,2439.75,67022.00
16580.36,178.27,4.58,9869.98,114.41,2832.97,1716.47,1744.40,-84.91,28.29,1075.15,995.30,1997.35,62.48,73.43,44.77,12.29,155.00,15.35,4.39,30.59,172.53,34.83,88.65,296.01,501.34,8.14,13.04,11.23,7.87,7.28,301.91,0.67,11.53,314.10,4.32,1.79,2.53,20.21,286.30,10.12,296.42,10.70,9.50,6.28,8.94,405.48,257.25,103.98,85.29,482.93,568.22,672.20,49.14,2.03,51.17,448.18,1834.27,66.60,72471.11,20225.22,141.76,1997.35,409.00,12027.17,41123.83,4456.00,550.00,1083.83,2596.00,1748.67,6.17,400.00,2447.17,67074.00
17107.23,199.99,9.82,10991.17,111.32,2405.54,1453.53,1820.79,-91.55,36.33,1119.42,1037.38,1999.34,52.31,60.10,47.16,11.97,181.29,16.00,4.00,34.50,181.63,35.70,96.67,314.00,549.78,8.27,12.34,11.24,8.18,7.93,333.59,0.69,12.02,346.29,4.07,2.05,2.03,30.07,307.70,10.55,318.25,10.33,9.42,6.26,8.91,716.87,394.95,107.80,90.42,524.15,614.57,722.37,65.07,2.09,67.17,497.51,2398.86,77.01,79242.34,21024.75,159.17,1999.34,407.00,12050.58,41146.42,4456.00,550.00,1082.92,2597.00,1748.83,6.58,400.00,2454.58,67126.00
17533.51,206.72,6.41,10791.61,143.31,2777.05,1552.92,1869.28,-9.32,52.61,1127.00,1045.96,1998.83,51.95,59.42,56.52,11.55,204.76,15.83,3.70,42.11,195.34,36.11,95.75,327.19,593.58,8.37,12.24,11.20,8.29,8.52,349.84,0.71,12.45,363.00,5.01,1.76,3.25,28.04,326.22,12.00,338.21,10.14,9.39,6.33,8.92,883.64,477.15,102.00,86.80,573.03,659.83,761.82,77.31,2.20,79.51,531.46,2733.59,82.73,77674.78,22619.92,164.10,1998.83,405.00,12074.00,41169.00,4456.00,550.00,1082.00,2598.00,1749.00,7.00,400.00,2462.00,67178.00
14908.00,151.19,9.40,9042.43,109.51,2349.68,1228.97,1760.44,72.35,53.16,1019.03,943.48,1998.32,54.10,62.97,56.52,11.55,185.15,14.37,4.17,37.96,169.28,35.31,95.40,299.99,541.63,8.91,12.58,11.49,8.96,8.87,313.29,0.64,11.18,325.11,4.59,1.53,3.05,12.30,305.10,10.77,315.86,10.16,9.46,6.34,8.90,818.27,458.83,96.26,77.82,539.92,617.74,713.99,70.70,2.06,72.76,438.87,2502.72,59.32,64174.16,19970.29,135.08,1998.32,405.42,12074.00,41353.83,4456.00,548.08,1083.08,2602.17,1749.58,7.67,400.67,2484.17,67390.75
15010.29,148.79,24.21,8486.06,136.04,2518.84,1438.59,2071.63,-0.84,56.21,1074.21,1004.29,1997.82,59.30,69.71,41.74,11.46,213.53,16.24,5.99,47.12,175.23,38.09,100.61,313.92,596.80,9.49,13.13,12.03,9.61,9.53,312.41,0.62,11.60,324.63,4.80,2.65,2.15,21.01,294.63,11.14,305.76,10.45,9.62,6.46,9.03,656.26,380.47,104.23,80.44,529.49,609.93,714.16,63.85,2.20,66.05,460.76,2277.70,60.86,60476.51,19927.15,139.44,1997.82,405.83,12074.00,41538.67,4456.00,546.17,1084.17,2606.33,1750.17,8.33,401.33,2506.33,67603.50
17536.30,187.14,16.91,9647.29,180.30,2435.90,2719.99,2092.48,58.10,55.51,1036.13,959.72,1997.31,62.23,77.03,48.15,11.23,219.09,15.79,6.72,51.49,171.49,36.15,105.61,313.25,606.34,9.84,14.49,12.63,10.03,10.19,294.20,0.61,11.05,305.87,4.06,1.33,2.73,20.01,277.96,10.63,288.59,10.93,9.79,6.64,9.22,388.46,255.17,100.54,74.85,482.51,557.36,657.90,50.62,2.13,52.75,469.61,1823.89,77.15,69855.30,20365.69,141.95,1997.31,406.25,12074.00,41723.50,4456.00,544.25,1085.25,2610.50,1750.75,9.00,402.00,2528.50,67816.25
16444.82,145.50,7.94,7643.55,153.92,2851.49,3231.44,2252.97,2.21,46.93,1069.53,990.54,1996.80,63.06,77.55,56.31,12.01,268.24,16.32,7.37,52.62,172.47,35.84,111.98,320.30,664.84,11.05,16.33,13.51,11.35,10.97,313.22,0.61,11.42,325.25,5.34,3.03,2.31,28.32,288.28,10.96,299.24,11.40,10.05,6.75,9.47,230.23,179.74,103.87,78.94,463.66,542.60,646.47,43.28,2.20,45.48,475.47,1577.40,53.20,56257.01,20942.15,109.41,1996.80,406.67,12074.00,41908.33,4456.00,542.33,1086.33,2614.67,1751.33,9.67,402.67,2550.67,68029.00
17108.24,200.91,5.32,8381.85,142.22,3006.24,2745.39,2331.76,117.82,51.48,1081.95,1002.41,1996.29,74.95,91.17,44.30,13.67,287.51,16.21,7.72,50.65,167.71,35.33,108.74,311.79,673.88,11.85,18.91,14.68,12.11,12.41,360.61,0.68,11.82,373.11,6.12,3.37,2.75,35.87,328.59,11.39,339.98,11.77,10.87,7.35,10.27,144.31,133.74,101.74,79.72,433.68,513.40,615.14,44.16,2.13,46.29,665.44,1604.91,77.98,62513.43,22304.47,136.76,1996.29,407.08,12074.00,42093.17,4456.00,540.42,1087.42,2618.83,1751.92,10.33,403.33,2572.83,68241.75
20665.47,210.17,4.97,10942.69,133.27,3344.44,3336.30,2430.22,76.86,55.20,1102.23,1020.63,1995.78,75.05,91.71,52.70,13.62,251.82,16.51,7.87,39.50,173.96,37.33,118.89,330.18,645.88,12.48,20.77,15.64,13.06,11.71,389.32,0.73,12.86,402.90,6.02,1.71,4.31,34.41,360.43,12.38,372.81,12.07,11.10,7.72,10.65,118.42,127.75,107.04,88.00,437.61,525.61,632.64,47.09,2.20,49.29,782.04,1710.14,85.70,81127.93,26288.47,146.53,1995.78,407.50,12074.00,42278.00,4456.00,538.50,1088.50,2623.00,1752.50,11.00,404.00,2595.00,68454.50
22110.65,221.54,4.80,12825.50,135.44,2892.80,3422.56,2370.29,72.12,39.89,1095.57,1014.22,1995.28,75.74,91.74,51.51,14.07,209.19,16.45,7.74,32.17,171.95,36.42,123.46,331.84,597.40,10.20,20.17,14.19,10.10,8.97,375.61,0.72,12.66,388.99,5.82,1.48,4.34,29.28,351.86,12.19,364.05,12.09,11.07,7.55,10.59,111.29,126.69,105.52,88.61,440.13,528.74,634.26,46.36,2.20,48.56,762.95,1683.74,89.48,95976.48,24807.85,154.65,1995.28,407.92,12074.00,42462.83,4456.00,536.58,1089.58,2627.17,1753.08,11.67,404.67,2617.17,68667.25
18513.59,210.60,16.42,11567.07,146.21,2625.31,1712.71,2051.37,35.73,20.57,1063.79,986.04,1994.77,74.87,89.07,47.96,13.32,159.42,15.94,7.03,30.66,164.06,34.40,121.28,319.74,532.79,8.99,18.41,13.12,9.13,7.81,327.02,0.68,10.36,338.06,4.86,1.80,3.06,9.15,321.91,10.06,331.96,11.92,10.77,7.31,10.27,118.10,129.15,90.07,71.02,406.76,477.78,567.85,40.24,2.13,42.37,602.57,1460.04,87.57,85496.50,25582.49,148.75,1994.77,408.33,12074.00,42647.67,4456.00,534.67,1090.67,2631.33,1753.67,12.33,405.33,2639.33,68880.00
16871.70,200.68,9.26,10792.22,137.05,2606.46,1097.85,1914.06,-44.56,39.30,1099.50,1017.18,1994.26,72.78,84.84,26.33,12.47,152.44,16.50,6.17,46.87,169.45,36.37,126.13,331.95,553.92,7.80,15.45,12.06,8.10,6.74,306.77,0.64,11.14,318.55,3.64,2.04,1.61,17.66,291.76,10.74,302.50,11.81,10.41,7.19,9.94,218.06,185.48,101.35,79.74,457.92,537.67,639.01,45.05,2.20,47.25,545.24,1635.04,85.48,79869.70,23521.79,151.35,1994.26,408.75,12074.00,42832.50,4456.00,532.75,1091.75,2635.50,1754.25,13.00,406.00,2661.50,69092.75
14857.23,191.57,4.85,9384.47,141.26,2416.11,786.90,1785.78,-47.43,50.12,1047.89,971.10,1993.75,65.56,74.80,41.12,12.48,154.39,15.94,4.86,49.21,166.14,36.49,122.25,324.88,549.27,7.93,13.80,11.72,7.34,6.64,299.22,0.62,10.20,310.05,3.28,2.06,1.22,23.07,278.33,9.87,288.20,11.42,10.16,6.93,9.67,433.37,275.60,101.56,73.99,472.29,546.28,647.84,51.90,2.13,54.03,457.59,1868.44,79.22,70174.69,19377.18,143.74,1993.75,409.17,12074.00,43017.33,4456.00,530.83,1092.83,2639.67,1754.83,13.67,406.67,2683.67,69305.50
16424.45,205.59,51.57,10486.98,126.33,2658.04,854.19,1853.64,-11.76,49.32,1066.17,984.49,1993.24,52.63,60.90,52.25,11.64,205.57,16.34,4.52,65.19,161.91,37.42,127.04,326.38,618.00,8.16,12.84,11.61,7.86,6.90,332.84,0.68,10.38,343.90,3.48,1.45,2.04,26.94,308.92,10.08,319.00,10.86,9.92,6.79,9.53,771.87,422.76,105.55,74.86,478.39,553.26,658.80,67.39,2.20,69.59,476.39,2399.41,88.18,76372.03,22447.75,151.30,1993.24,409.58,12074.00,43202.17,4456.00,528.92,1093.92,2643.83,1755.42,14.33,407.33,2705.83,69518.25
15065.64,191.64,11.11,9450.02,149.99,2308.56,1088.02,1752.37,-75.54,60.99,1097.23,1020.44,1986.49,60.41,67.94,33.14,12.33,229.27,17.14,3.81,58.08,162.02,37.46,113.90,313.38,621.67,7.97,12.49,11.28,7.50,6.62,343.52,0.72,10.76,354.99,4.27,2.25,2.02,25.02,321.62,10.37,331.99,10.98,9.96,6.92,9.68,947.74,517.89,110.19,80.90,502.10,583.00,693.18,81.14,2.32,83.46,487.43,2729.70,79.74,67333.10,20947.60,139.51,1986.49,410.00,12074.00,43387.00,4456.00,527.00,1095.00,2648.00,1756.00,15.00,408.00,2728.00,69731.00
14113.91,166.33,11.29,8696.55,139.94,1751.18,1445.55,1766.99,-26.51,50.89,993.90,920.22,1979.73,53.88,62.61,58.56,12.26,173.85,15.52,4.33,57.12,150.25,34.20,101.39,285.83,536.64,7.26,12.26,10.98,6.43,5.62,290.22,0.63,10.04,300.89,3.89,1.53,2.35,7.35,286.25,9.64,295.89,11.18,10.20,6.90,9.78,756.34,426.62,100.43,71.32,452.37,523.69,624.12,69.12,2.09,71.21,453.47,2331.77,67.61,61605.36,19092.35,132.59,1979.73,410.50,12076.58,43435.42,4466.08,523.42,1094.08,2648.00,1755.08,23.50,408.00,2765.92,69833.42
15517.53,151.98,28.60,8075.88,106.47,2610.98,2288.93,2119.27,-35.47,63.25,1105.68,1027.71,1972.96,55.94,67.10,56.03,12.19,213.04,17.25,6.31,69.29,159.16,40.35,117.49,317.00,622.89,6.85,11.98,10.46,5.69,4.92,299.26,0.67,10.68,310.60,2.95,1.71,1.24,17.79,283.81,10.25,294.06,11.28,9.96,6.81,9.64,600.33,358.25,110.46,78.60,457.07,535.67,646.13,63.81,2.32,66.13,499.68,2170.51,60.24,57126.54,19875.74,123.27,1972.97,411.00,12079.17,43483.83,4476.17,519.83,1093.17,2648.00,1754.17,32.00,408.00,2803.83,69935.83
15587.65,155.59,17.59,6941.20,96.94,3251.38,2713.53,2204.38,32.89,59.79,1052.63,976.07,1966.20,59.18,71.20,52.80,12.17,251.51,16.34,7.09,72.79,151.10,36.61,119.40,307.11,654.85,5.71,11.68,9.70,5.05,4.70,278.99,0.63,9.91,289.54,3.29,1.49,1.81,16.35,265.46,9.53,274.99,11.50,9.87,6.75,9.57,390.34,249.12,105.05,73.73,418.69,492.41,597.46,50.68,2.24,52.93,451.40,1741.24,65.44,50914.71,19983.83,114.70,1966.21,411.50,12081.75,43532.25,4486.25,516.25,1092.25,2648.00,1753.25,40.50,408.00,2841.75,70038.25
16833.44,140.81,5.57,7052.63,136.57,3263.15,3714.07,2291.80,48.48,72.91,1072.24,992.60,1959.44,67.48,83.19,58.40,13.16,288.50,16.62,7.83,61.12,156.19,37.00,129.75,322.93,697.00,5.49,12.86,9.42,4.40,4.70,300.50,0.64,10.17,311.31,4.13,1.39,2.74,29.00,275.28,9.77,285.04,11.78,10.11,6.77,9.77,201.45,166.23,108.59,76.68,391.00,467.68,576.27,43.26,2.32,45.57,515.48,1504.99,59.06,52872.10,19871.83,112.11,1959.44,412.00,12084.33,43580.67,4496.33,512.67,1091.33,2648.00,1752.33,49.00,408.00,2879.67,70140.67
16347.10,169.52,12.35,6511.19,123.99,3239.19,3358.51,2509.44,234.72,66.48,1038.38,962.16,1952.68,64.62,77.70,66.74,14.13,285.32,16.21,7.83,54.65,157.92,37.18,128.29,323.38,687.38,5.55,14.26,9.53,4.56,4.62,336.01,0.68,10.97,347.66,4.73,1.63,3.10,34.72,305.52,10.52,316.04,11.81,10.46,7.09,10.13,141.12,133.50,105.56,82.15,376.96,459.11,564.67,44.08,2.24,46.32,642.80,1528.41,65.36,47686.49,22028.05,132.26,1952.68,412.50,12086.92,43629.08,4506.42,509.08,1090.42,2648.00,1751.42,57.50,408.00,2917.58,70243.08
22092.21,169.84,5.06,11916.27,166.91,3249.46,3700.58,2647.84,37.73,67.21,1089.32,1012.71,1945.92,77.20,93.97,44.89,15.00,228.24,16.81,8.34,48.36,167.22,38.60,137.62,343.44,645.19,5.70,15.27,9.74,4.68,4.47,359.84,0.73,11.97,372.54,5.50,1.42,4.08,27.27,337.88,11.48,349.35,11.85,10.56,7.10,10.28,118.62,128.10,107.67,89.23,387.04,476.27,583.94,48.06,2.32,50.37,778.02,1659.05,64.23,89791.11,24414.21,123.73,1945.92,413.00,12089.50,43677.50,4516.50,505.50,1089.50,2648.00,1750.50,66.00,408.00,2955.50,70345.50
21206.69,169.72,14.15,12240.93,164.48,3003.34,3018.11,2399.12,15.95,65.53,1082.17,1009.09,1939.16,75.88,93.13,46.85,14.91,191.11,16.77,8.22,53.33,170.53,38.25,139.78,348.56,617.99,5.61,15.61,9.52,4.38,4.30,368.14,0.77,12.31,381.22,5.83,1.36,4.48,29.03,344.85,11.82,356.67,11.94,10.52,7.10,10.27,111.48,128.83,108.53,92.12,403.29,495.41,603.94,50.46,2.32,52.77,840.32,1737.34,63.85,91406.44,24681.49,123.26,1939.16,413.50,12092.08,43725.92,4526.58,501.92,1088.58,2648.00,1749.58,74.50,408.00,2993.42,70447.92
20479.57,177.40,10.95,12807.51,155.09,2751.10,2248.05,2127.18,38.80,45.43,1051.23,980.54,1932.40,77.59,94.07,43.93,14.72,169.42,16.29,7.39,45.39,161.39,36.08,132.89,330.35,568.84,5.37,14.80,9.35,3.89,4.02,315.16,0.69,11.55,327.40,4.47,1.38,3.09,8.87,310.56,11.06,321.62,11.96,10.45,6.89,10.09,119.68,131.41,102.15,88.30,395.49,483.80,585.94,45.62,2.24,47.86,690.01,1574.90,69.27,98790.47,24862.94,127.43,1932.40,414.00,12094.67,43774.33,4536.67,498.33,1087.67,2648.00,1748.67,83.00,408.00,3031.33,70550.33
16072.94,184.09,6.35,10051.54,129.37,1717.05,1784.19,2037.01,-10.08,60.39,1081.22,1006.97,1925.64,65.89,77.97,48.73,13.23,192.19,16.48,6.55,66.50,165.25,38.01,143.42,346.68,628.40,5.65,11.78,8.93,4.82,5.04,295.09,0.66,11.29,307.04,4.71,1.36,3.35,12.48,287.12,10.80,297.91,11.65,10.13,6.70,9.70,251.03,198.63,106.91,84.96,436.92,521.88,628.79,48.30,2.32,50.61,537.01,1666.08,70.97,73279.30,22723.90,131.28,1925.64,414.50,12097.25,43822.75,4546.75,494.75,1086.75,2648.00,1747.75,91.50,408.00,3069.25,70652.75
14811.55,186.79,5.91,9171.53,128.09,2117.62,1237.90,1820.37,-47.73,74.89,1056.62,984.96,1918.88,64.91,75.28,30.39,11.36,205.04,16.84,5.22,67.10,161.82,38.69,142.41,342.92,637.12,6.34,11.48,9.45,5.44,5.06,285.01,0.65,10.98,296.64,3.83,1.28,2.55,20.52,268.16,10.50,278.66,11.26,9.78,6.40,9.34,376.49,251.34,103.53,80.67,452.03,532.70,636.23,51.78,2.24,54.02,457.09,1775.17,71.26,65470.00,19159.06,131.27,1918.88,415.00,12099.83,43871.17,4556.83,491.17,1085.83,2648.00,1746.83,100.00,408.00,3107.17,70755.17
16647.90,186.24,7.69,10548.20,125.01,2500.81,1290.58,1863.89,-60.38,64.93,1132.17,1056.27,1912.12,52.82,61.94,55.41,12.21,241.36,17.91,4.79,67.40,168.17,39.27,147.01,354.45,685.92,6.22,10.42,9.10,5.97,6.24,338.10,0.70,11.71,350.51,4.60,1.35,3.25,32.25,310.29,11.21,321.51,10.90,9.70,6.54,9.40,764.29,428.67,106.18,91.12,504.64,595.76,701.94,73.87,2.32,76.19,519.85,2490.93,71.39,74944.51,21942.68,130.53,1912.12,415.50,12102.42,43919.58,4566.92,487.58,1084.92,2648.00,1745.92,108.50,408.00,3145.08,70857.58
15803.65,195.23,3.79,9876.68,139.41,2383.97,1327.39,1769.27,-60.32,77.33,1103.65,1027.59,1914.15,56.22,64.55,52.28,12.29,218.37,17.85,4.36,66.87,167.13,38.96,141.17,347.26,654.71,6.84,10.56,9.65,6.93,6.98,348.13,0.71,12.12,360.96,5.31,1.17,4.14,22.13,331.88,11.08,342.96,10.49,9.55,6.50,9.28,932.61,499.11,105.62,90.01,554.25,644.26,749.88,79.95,2.43,82.38,545.81,2809.79,76.65,69528.66,20256.04,138.50,1914.15,416.00,12105.00,43968.00,4577.00,484.00,1084.00,2648.00,1745.00,117.00,408.00,3183.00,70960.00
14833.85,187.32,4.38,9074.77,121.57,2217.69,1447.23,1712.28,-70.50,57.62,990.65,923.87,1916.18,54.34,63.64,66.29,11.83,200.87,15.87,4.91,52.99,153.69,35.33,135.00,324.02,598.67,6.64,10.69,9.71,6.76,6.27,307.99,0.62,11.12,319.74,4.41,1.03,3.39,14.52,298.46,10.14,308.60,10.89,9.89,6.55,9.47,794.78,440.86,97.74,79.58,515.72,595.30,693.04,70.46,2.20,72.66,479.62,2480.95,75.00,63620.60,19038.04,132.49,1916.18,406.50,12108.33,43963.83,4582.83,470.58,1089.75,2648.00,1744.92,126.25,408.00,3250.42,71022.50
16222.97,126.51,3.82,9679.69,133.42,2137.82,2038.50,2002.22,-67.88,73.81,1081.85,1016.29,1918.21,57.05,68.90,55.39,12.18,203.76,17.80,7.07,83.80,167.17,39.93,147.77,354.87,667.29,6.50,10.99,9.70,6.01,5.47,299.57,0.66,11.94,312.17,4.36,1.31,3.05,11.82,292.51,10.88,303.40,11.11,9.95,6.53,9.48,579.24,337.18,108.56,83.50,515.00,598.50,707.05,60.15,2.43,62.58,456.86,2142.93,47.41,68746.58,20861.12,108.71,1918.21,397.00,12111.67,43959.67,4588.67,457.17,1095.50,2648.00,1744.83,135.50,408.00,3317.83,71085.00
15748.70,170.34,3.27,8142.95,135.17,2499.61,2580.92,2076.13,-6.88,64.94,1020.97,959.54,1920.24,55.46,67.33,66.64,11.79,186.31,16.99,8.07,95.26,159.73,39.18,147.28,346.19,652.82,5.88,11.97,9.57,5.12,4.91,276.12,0.65,11.03,287.80,3.89,1.28,2.61,13.27,267.05,10.09,277.14,11.71,9.95,6.55,9.53,313.17,215.38,104.76,78.72,459.02,537.75,642.51,46.92,2.36,49.28,471.48,1691.81,68.47,57463.18,20255.54,124.46,1920.24,387.50,12115.00,43955.50,4594.50,443.75,1101.25,2648.00,1744.75,144.75,408.00,3385.25,71147.50
