AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
16374.07,46.36,2.89,10315.61,101.22,1581.36,1409.27,2807.27,37.72,71.45,1060.77,997.97,2056.04,65.26,79.06,48.20,14.64,164.09,18.40,21.26,130.09,180.83,41.98,182.75,405.55,739.40,4.88,12.38,8.28,4.36,4.26,301.78,0.96,12.18,314.93,5.32,0.97,4.35,13.28,294.37,11.62,305.99,12.36,10.28,6.87,10.02,222.67,206.67,127.21,95.69,516.19,611.88,739.10,58.74,2.55,61.29,637.04,1866.76,15.05,73632.17,22151.81,64.14,2056.04,166.00,12221.75,46414.75,2393.00,325.75,1275.00,2703.00,1749.25,4359.00,1200.25,5848.00,78745.00
15509.50,30.41,3.03,10189.73,117.34,1595.49,1033.06,2470.97,-1.06,70.51,923.57,923.48,2060.29,62.10,72.80,46.03,14.02,168.66,16.96,17.58,150.78,181.21,42.27,174.95,398.43,752.40,4.78,10.04,7.94,4.62,4.36,301.29,0.94,12.32,314.54,5.56,0.90,4.66,25.99,281.49,11.72,293.21,12.10,10.03,6.65,9.79,517.53,345.13,124.37,97.54,554.82,652.36,776.73,74.03,2.47,76.50,601.02,2316.91,6.26,73455.13,18993.76,56.12,2060.29,157.00,12229.17,46339.83,2393.00,325.83,1282.00,2703.00,1749.17,4498.67,1230.83,5855.00,78852.67
17193.26,28.54,4.75,11884.98,92.32,1677.93,918.78,2513.38,-2.25,74.83,1018.33,944.26,2064.53,58.11,68.26,30.73,13.23,201.59,18.42,17.33,133.26,189.46,44.86,185.20,419.52,790.11,4.93,9.14,7.81,4.97,5.11,338.75,1.06,13.21,353.02,5.33,1.11,4.22,28.14,316.48,12.62,329.10,11.72,9.96,6.66,9.86,848.20,473.85,126.36,105.08,601.64,706.72,833.08,94.36,2.55,96.91,668.79,2920.83,5.78,85695.01,21343.08,51.38,2064.53,148.00,12236.58,46264.92,2393.00,325.92,1289.00,2703.00,1749.08,4638.33,1261.42,5862.00,78960.33
15716.06,24.74,4.92,10657.38,94.00,1597.32,811.77,2446.93,-0.22,79.22,990.16,917.78,2070.98,64.22,74.26,23.96,13.86,205.74,18.28,16.51,170.34,190.94,44.92,162.61,398.48,809.34,5.56,9.26,8.11,5.69,7.46,363.65,1.22,12.39,377.26,5.47,1.28,4.18,28.16,341.24,12.04,353.28,11.65,10.35,6.98,10.12,1037.20,571.74,120.92,105.53,616.80,722.33,843.24,86.07,3.00,89.07,662.88,3204.13,5.11,75698.85,21034.01,48.64,2070.98,139.00,12244.00,46190.00,2393.00,326.00,1296.00,2703.00,1749.00,4778.00,1292.00,5869.00,79068.00
14291.93,26.29,2.62,9959.62,101.79,799.06,726.17,2622.30,-14.50,68.57,890.90,829.88,2077.43,58.70,70.54,54.03,13.65,165.44,16.34,17.90,133.22,173.55,40.83,150.24,364.62,697.53,6.41,9.77,8.69,6.63,7.80,312.28,0.96,11.11,324.35,4.44,1.29,3.15,7.87,308.94,10.68,319.62,11.94,10.68,7.12,10.33,852.93,490.11,111.80,88.88,570.31,659.19,770.99,73.40,2.71,76.11,551.11,2741.24,5.46,72027.85,18728.00,50.69,2077.43,135.83,12244.67,46051.17,2393.00,326.00,1295.25,2704.08,1748.33,4886.58,1288.42,5878.58,79040.83
14120.89,82.02,2.75,8610.77,89.32,960.10,954.49,3364.73,-18.55,75.26,994.22,921.85,2083.87,60.33,72.23,57.38,13.59,230.69,18.11,26.14,168.67,190.24,44.53,167.35,402.12,845.72,6.57,10.70,9.35,6.47,6.29,318.91,0.97,11.94,331.82,5.58,1.94,3.65,21.66,302.39,11.42,313.81,12.25,10.65,6.99,10.28,699.92,420.93,124.67,94.45,586.19,680.63,805.31,67.92,3.00,70.92,560.81,2557.89,29.76,62583.54,18994.26,86.53,2083.87,132.67,12245.33,45912.33,2393.00,326.00,1294.50,2705.17,1747.67,4995.17,1284.83,5888.17,79013.67
15121.18,53.34,2.82,8195.34,115.19,1644.75,1424.30,3670.47,-52.51,67.48,998.48,929.56,2090.32,62.89,75.40,51.32,11.74,241.93,17.71,28.97,177.22,179.83,43.90,167.44,391.17,857.01,5.64,11.76,9.49,5.85,5.25,285.45,0.93,11.25,297.63,4.79,1.34,3.45,14.42,275.89,10.78,286.67,12.31,10.46,6.77,10.00,356.14,251.04,123.60,89.41,538.38,627.79,751.39,51.31,2.90,54.21,548.90,1961.68,20.64,59879.74,19847.01,58.12,2090.32,129.50,12246.00,45773.50,2393.00,326.00,1293.75,2706.25,1747.00,5103.75,1281.25,5897.75,78986.50
16423.10,48.01,5.02,8235.18,94.67,1679.90,2078.64,4278.26,-65.47,66.73,1021.99,947.96,2096.77,68.57,81.94,49.53,14.47,252.43,18.06,33.03,148.37,182.66,43.13,176.16,401.95,853.84,5.90,13.60,9.70,5.74,5.09,312.07,0.99,11.67,324.72,5.39,0.83,4.56,26.67,291.42,11.20,302.62,12.85,10.54,6.83,10.21,203.46,176.75,127.03,92.09,513.98,606.07,733.10,46.99,3.00,49.98,646.93,1810.22,18.41,60503.63,20712.61,61.83,2096.77,126.33,12246.67,45634.67,2393.00,326.00,1293.00,2707.33,1746.33,5212.33,1277.67,5907.33,78959.33
16859.79,117.59,3.31,8134.59,99.47,1627.66,2226.02,4569.44,9.46,67.48,1006.98,935.76,2103.22,69.35,86.57,63.65,15.99,244.82,17.52,34.81,150.25,187.24,42.41,173.17,402.82,850.22,6.05,16.13,9.94,5.46,4.99,344.99,1.04,11.81,357.84,5.49,1.05,4.45,28.12,322.79,11.38,334.17,12.99,10.96,7.39,10.75,125.60,141.45,123.57,91.29,494.53,585.81,709.38,45.27,2.90,48.17,720.75,1745.35,45.77,59466.79,22629.66,98.46,2103.22,123.17,12247.33,45495.83,2393.00,326.00,1292.25,2708.42,1745.67,5320.92,1274.08,5916.92,78932.17
20038.76,118.95,4.27,11509.08,115.42,1663.33,2326.14,4083.97,135.47,78.45,1047.54,975.84,2109.66,75.20,91.68,58.21,17.05,231.64,17.94,34.24,115.90,193.17,44.99,179.72,417.88,817.59,5.99,17.23,10.06,5.43,4.58,371.82,1.17,12.79,385.78,6.30,1.03,5.27,27.17,351.52,12.36,363.88,13.09,11.17,7.62,11.03,112.79,137.61,130.41,99.16,505.89,605.05,735.46,48.87,3.00,51.87,843.30,1881.02,48.03,84533.66,25635.58,102.35,2109.66,120.00,12248.00,45357.00,2393.00,326.00,1291.50,2709.50,1745.00,5429.50,1270.50,5926.50,78905.00
19609.77,119.51,4.11,11885.37,115.22,1508.50,1902.80,4053.28,-65.08,81.54,1045.22,974.10,2109.66,75.23,91.00,53.56,17.25,188.37,18.03,34.97,96.72,194.42,42.95,182.02,419.39,757.48,5.49,17.41,9.67,4.96,4.25,370.30,1.18,12.86,384.34,6.68,0.86,5.82,25.85,351.88,12.42,364.30,13.04,11.05,7.51,10.91,105.19,137.12,131.12,100.79,507.75,608.53,739.65,50.30,3.00,53.30,897.81,1933.06,46.42,86428.32,25279.32,102.64,2109.66,116.83,12248.67,45218.17,2393.00,326.00,1290.75,2710.58,1744.33,5538.08,1266.92,5936.08,78877.83
19258.36,109.04,6.39,12433.53,126.96,1611.91,1253.37,3641.61,-6.25,78.10,1013.91,945.31,2122.56,76.76,91.37,48.43,17.30,152.87,17.65,33.13,109.55,182.76,40.64,171.97,395.37,708.56,5.51,16.27,9.39,5.02,4.34,326.76,1.09,12.04,339.89,6.03,0.77,5.27,6.63,326.91,11.62,338.53,12.95,11.16,7.37,10.83,121.74,148.91,126.84,94.66,496.33,590.99,717.83,46.97,2.90,49.87,770.95,1809.29,42.69,91144.16,25534.90,97.15,2122.56,113.67,12249.33,45079.33,2393.00,326.00,1290.00,2711.67,1743.67,5646.67,1263.33,5945.67,78850.67
17837.41,50.80,4.33,12257.36,119.12,940.93,1007.93,3374.79,37.07,45.07,1041.71,969.63,2129.01,71.61,85.26,47.84,15.36,163.18,18.19,30.81,137.97,186.97,42.47,180.00,409.43,759.58,5.16,13.11,8.97,5.03,4.23,301.85,1.01,11.67,314.52,5.37,0.95,4.42,11.05,296.68,11.22,307.90,12.60,10.83,7.07,10.34,212.08,202.36,132.37,94.66,515.26,609.92,742.29,49.70,3.00,52.70,703.39,1912.81,16.74,90065.07,24204.14,65.83,2129.01,110.50,12250.00,44940.50,2393.00,326.00,1289.25,2712.75,1743.00,5755.25,1259.75,5955.25,78823.50
14435.57,27.30,2.97,8879.44,138.33,1422.92,831.80,3061.16,4.45,67.19,1026.80,957.61,2135.45,64.42,73.73,41.49,15.16,177.12,18.18,25.00,179.42,185.56,41.55,173.17,400.28,800.00,4.91,10.19,8.29,5.02,4.68,304.74,0.96,11.80,317.50,5.58,0.88,4.71,25.50,285.41,11.29,296.70,12.48,10.52,6.75,10.13,543.54,361.53,127.28,94.20,565.42,659.62,786.90,62.26,2.90,65.16,600.39,2357.52,5.80,64543.50,18667.42,54.25,2135.45,107.33,12250.67,44801.67,2393.00,326.00,1288.50,2713.83,1742.33,5863.83,1256.17,5964.83,78796.33
15094.80,27.18,3.93,9668.77,123.48,1529.60,987.92,2749.82,-68.62,72.72,1023.82,955.84,2141.90,55.76,62.39,62.13,14.46,212.35,18.47,21.31,139.90,194.57,43.56,183.01,421.13,813.16,5.15,10.01,8.53,5.62,4.50,324.19,1.01,12.76,337.96,5.38,1.09,4.29,20.45,309.62,12.18,321.80,12.17,10.36,6.70,10.12,716.91,426.75,132.54,99.86,590.25,690.11,822.65,71.09,3.00,74.09,638.77,2679.17,5.61,69903.70,21317.89,51.95,2141.90,104.17,12251.33,44662.83,2393.00,326.00,1287.75,2714.92,1741.67,5972.42,1252.58,5974.42,78769.17
14246.53,27.13,4.49,9167.54,180.38,1563.70,853.66,2468.95,-85.22,65.91,1042.15,971.14,2149.70,60.23,67.68,44.10,14.55,224.95,18.09,21.03,141.30,181.77,43.15,163.14,388.06,793.42,4.48,9.50,8.15,4.90,4.31,346.76,0.98,12.72,360.46,6.04,0.82,5.22,23.80,329.67,12.21,341.88,12.10,10.31,6.67,10.18,937.95,532.63,132.61,103.48,614.84,718.32,850.93,78.80,3.35,82.15,711.32,3114.98,6.15,65809.58,20436.66,56.17,2149.70,101.00,12252.00,44524.00,2393.00,326.00,1287.00,2716.00,1741.00,6081.00,1249.00,5984.00,78742.00
12303.54,24.34,2.70,6836.29,106.79,1526.21,895.99,2930.36,-86.69,67.55,947.89,884.23,2157.49,61.50,72.46,53.99,14.30,207.68,16.61,25.05,139.05,164.08,38.44,157.55,360.07,748.46,4.57,9.08,7.81,4.74,5.02,322.47,0.93,11.07,334.48,5.57,1.36,4.22,21.22,306.77,10.70,317.47,12.29,10.62,6.88,10.36,902.36,517.34,120.37,92.25,567.37,659.62,779.99,74.11,3.02,77.13,648.34,2925.17,5.47,49675.12,18225.23,50.57,2157.49,97.83,12252.00,44366.08,2393.00,326.00,1290.17,2714.17,1741.17,6292.50,1249.00,5955.67,78765.58
14346.53,26.73,2.58,7940.78,108.94,1694.00,899.50,3651.89,-36.26,58.37,1042.56,973.01,2165.28,66.26,77.58,42.27,14.22,226.27,18.38,34.90,142.66,172.17,42.83,175.55,390.55,812.77,4.35,9.28,7.85,4.46,3.71,311.74,0.98,11.48,324.19,6.63,0.94,5.69,13.43,305.35,11.10,316.46,12.33,10.63,6.83,10.29,633.08,385.77,133.86,98.91,562.70,661.61,795.47,64.93,3.35,68.28,708.73,2591.33,6.00,57546.83,19904.83,54.72,2165.28,94.67,12252.00,44208.17,2393.00,326.00,1293.33,2712.33,1741.33,6504.00,1249.00,5927.33,78789.17
14568.68,25.54,4.50,7620.95,103.17,1645.49,981.91,4095.32,31.70,60.10,938.95,879.72,2173.08,62.91,75.13,44.60,12.64,209.41,17.08,39.55,166.50,167.71,41.65,170.20,379.56,812.10,3.93,10.43,8.03,3.96,3.24,282.20,0.93,11.01,294.13,6.53,0.59,5.94,13.96,275.48,10.64,286.12,12.62,10.37,6.61,10.01,319.29,232.20,131.41,92.88,515.05,607.93,739.34,49.58,3.24,52.82,664.28,2007.92,5.65,55643.86,20019.55,51.84,2173.08,91.50,12252.00,44050.25,2393.00,326.00,1296.50,2710.50,1741.50,6715.50,1249.00,5899.00,78812.75
15435.01,26.76,19.99,7420.21,126.45,1696.42,1254.51,4737.98,79.39,73.29,1056.14,983.74,2180.87,60.14,72.29,67.18,14.76,187.55,18.35,42.51,159.83,172.70,42.34,185.12,400.16,808.39,4.25,12.73,8.13,3.58,3.28,309.55,1.01,11.52,322.09,6.62,0.61,6.01,28.83,288.09,11.18,299.27,12.93,10.47,6.74,10.21,177.57,160.51,133.83,95.16,507.68,602.84,736.68,45.56,3.35,48.91,734.49,1858.15,5.83,53831.48,19441.59,56.60,2180.87,88.33,12252.00,43892.33,2393.00,326.00,1299.67,2708.67,1741.67,6927.00,1249.00,5870.67,78836.33
18726.65,24.95,17.66,10440.55,138.60,1639.55,1544.90,4786.02,80.40,54.01,1022.28,951.44,2188.66,72.81,88.50,53.69,16.12,190.24,17.35,43.20,125.07,170.55,41.99,186.18,398.72,774.58,4.44,15.07,8.52,3.76,3.25,349.07,1.10,12.24,362.41,6.69,0.62,6.08,30.19,326.40,11.90,338.29,12.92,10.89,7.11,10.64,124.07,135.45,129.22,101.03,473.65,574.68,703.90,46.79,3.24,50.02,886.48,1899.91,5.77,76991.76,22091.40,54.10,2188.67,85.17,12252.00,43734.42,2393.00,326.00,1302.83,2706.83,1741.83,7138.50,1249.00,5842.33,78859.92
20370.90,24.99,5.08,11766.08,158.04,1681.72,1908.30,4671.02,80.54,75.11,1048.06,977.83,2196.46,71.86,86.39,63.92,17.31,195.83,18.04,44.93,127.44,178.62,45.61,188.69,412.92,799.16,4.65,16.28,8.49,3.74,3.23,385.89,1.24,13.29,400.42,6.90,0.65,6.25,30.77,362.94,12.96,375.89,12.94,11.07,7.45,10.95,108.16,133.73,133.95,109.44,482.46,591.90,725.85,51.09,3.35,54.44,1045.54,2067.71,5.95,87610.04,25191.36,58.42,2196.46,82.00,12252.00,43576.50,2393.00,326.00,1306.00,2705.00,1742.00,7350.00,1249.00,5814.00,78883.50
20851.43,25.25,5.32,12398.56,146.87,1666.23,1689.52,4770.13,76.12,73.43,1039.44,969.54,2204.25,76.54,91.45,53.25,17.19,178.20,17.92,45.24,121.89,179.46,44.07,189.05,412.57,775.82,4.59,16.88,8.46,3.79,3.23,377.86,1.21,13.05,392.12,7.17,0.66,6.51,23.88,362.03,12.72,374.75,12.91,10.94,7.35,10.85,102.86,135.28,134.10,110.43,489.44,599.87,733.96,50.69,3.35,54.04,1026.59,2052.73,5.67,92977.83,24552.18,54.67,2204.25,78.83,12252.00,43418.58,2393.00,326.00,1309.17,2703.17,1742.17,7561.50,1249.00,5785.67,78907.08
19034.02,22.20,7.20,12315.97,127.59,1533.64,1375.13,3579.95,1.35,71.00,873.54,811.91,2212.05,76.68,90.67,51.39,17.36,149.98,16.43,38.95,130.20,169.85,41.87,182.45,394.17,729.73,4.56,16.40,8.43,3.65,3.20,336.62,1.15,12.36,350.12,6.61,0.71,5.90,11.02,332.96,12.04,345.00,13.03,10.98,7.21,10.79,108.49,138.13,130.59,102.48,476.58,579.06,709.65,46.79,3.24,50.02,895.04,1901.34,5.07,91714.84,25544.65,48.88,2212.05,75.67,12252.00,43260.67,2393.00,326.00,1312.33,2701.33,1742.33,7773.00,1249.00,5757.33,78930.67
17230.29,15.64,6.00,11947.08,98.32,904.62,904.98,3272.58,11.54,69.55,974.04,901.52,2219.84,73.06,84.52,48.24,15.62,154.98,17.72,34.27,152.65,167.37,44.54,183.85,395.76,755.38,4.00,12.60,7.79,3.54,3.04,299.17,1.05,11.89,312.11,5.26,0.70,4.56,9.08,296.06,11.54,307.60,12.72,10.73,6.88,10.31,201.54,194.96,133.96,102.35,510.64,612.99,746.96,48.97,3.35,52.31,791.54,1987.31,3.74,87906.08,24329.32,36.44,2219.84,72.50,12252.00,43102.75,2393.00,326.00,1315.50,2699.50,1742.50,7984.50,1249.00,5729.00,78954.25
14125.99,23.58,3.29,8829.91,109.80,1370.24,639.63,3108.12,-27.35,68.77,935.08,862.91,2227.63,60.19,69.90,34.10,15.03,180.21,17.65,29.63,183.41,169.52,45.15,178.59,393.26,804.16,3.69,10.02,7.39,3.28,2.78,287.55,0.99,12.11,300.65,5.85,0.66,5.19,18.24,275.92,11.68,287.60,12.71,10.30,6.61,10.05,406.61,283.23,129.10,103.29,535.25,638.54,767.63,56.02,3.24,59.25,732.41,2249.14,5.37,63380.82,19884.19,46.87,2227.63,69.33,12252.00,42944.83,2393.00,326.00,1318.67,2697.67,1742.67,8196.00,1249.00,5700.67,78977.83
15464.28,30.77,5.70,9455.70,143.70,1583.56,860.47,3322.63,-12.89,74.62,963.00,888.94,2235.43,54.35,63.55,41.31,14.41,215.88,18.23,27.20,187.30,177.03,46.75,184.62,408.39,857.00,3.75,9.27,7.23,3.48,2.72,310.42,1.03,12.97,324.43,5.91,0.81,5.10,19.70,297.34,12.49,309.83,12.32,10.13,6.45,9.98,590.91,352.51,133.41,110.21,564.32,674.53,807.94,64.86,3.35,68.21,768.61,2588.17,6.74,67338.83,21549.47,56.71,2235.43,66.17,12252.00,42786.92,2393.00,326.00,1321.83,2695.83,1742.83,8407.50,1249.00,5672.33,79001.42
14894.44,29.28,3.34,8918.85,155.73,1690.20,1090.27,3038.41,-98.44,66.81,1027.90,955.28,2240.88,53.56,61.23,61.01,14.74,236.95,19.09,26.95,172.69,171.98,44.23,171.33,387.54,843.22,3.39,8.28,6.75,3.62,3.17,339.00,1.06,12.68,352.75,6.96,0.68,6.28,29.59,317.19,12.25,329.44,11.98,10.02,6.40,9.96,878.66,502.54,136.38,107.22,613.20,720.43,856.80,79.60,3.40,83.00,770.96,3091.96,6.65,63633.68,19954.80,57.17,2240.88,63.00,12252.00,42629.00,2393.00,326.00,1325.00,2694.00,1743.00,8619.00,1249.00,5644.00,79025.00
13474.90,26.32,2.72,6909.82,131.73,1582.51,1555.58,3301.31,-88.55,53.45,961.90,896.39,2246.32,65.43,74.26,27.24,14.53,225.05,17.82,37.71,188.28,159.83,41.15,173.47,374.45,843.30,3.48,8.36,6.86,3.64,2.83,301.05,0.94,11.76,313.75,6.02,0.94,5.09,14.25,293.25,11.33,304.58,12.14,10.20,6.39,10.00,689.84,412.88,129.22,99.64,562.43,662.07,791.28,67.93,3.18,71.11,686.34,2651.44,5.99,48840.98,18416.15,52.26,2246.32,,,,,,,,,,,,
14329.87,28.33,3.16,5433.37,113.84,1694.95,2789.56,4266.06,-53.18,53.77,1029.93,959.97,2251.77,59.00,70.13,60.08,14.34,251.85,18.99,45.16,204.83,163.69,44.07,187.08,394.84,915.66,3.49,9.19,7.08,3.05,2.33,290.84,1.04,12.28,304.17,6.38,1.05,5.33,15.80,281.82,11.89,293.70,12.57,10.16,6.47,10.02,454.83,297.80,136.70,103.05,559.01,662.06,798.76,59.80,3.40,63.20,742.61,2357.19,6.42,39541.96,20030.28,56.36,2251.77,,,,,,,,,,,,
14515.79,25.84,3.36,5585.28,127.80,1635.30,2764.27,4338.85,-21.61,56.70,945.76,898.15,2257.22,63.05,75.23,50.23,12.67,237.41,17.69,49.64,193.32,153.98,44.47,173.06,371.51,869.56,3.22,9.65,6.98,3.01,2.52,280.20,1.02,11.61,292.84,5.23,0.95,4.28,19.88,265.97,11.27,277.23,12.43,10.13,6.40,9.83,327.92,232.63,132.10,99.99,519.53,619.51,751.61,52.72,3.29,56.00,721.26,2089.43,5.83,40581.53,18937.58,51.59,2257.22,,,,,,,,,,,,
15585.98,27.32,19.81,6110.94,126.42,846.52,3172.23,5102.02,113.30,67.41,1059.72,988.67,2262.66,60.11,73.39,74.26,14.94,236.35,19.13,58.01,175.16,160.41,43.49,192.41,396.30,884.96,3.44,11.62,7.32,2.90,2.49,304.26,1.06,12.02,317.34,6.22,0.76,5.46,30.43,280.71,11.66,292.37,12.79,10.25,6.56,10.07,193.83,171.02,135.85,102.27,509.91,612.18,748.02,49.44,3.40,52.83,805.70,1971.40,6.27,44031.81,19179.87,55.46,2262.66,,,,,,,,,,,,
19185.35,24.63,14.04,8961.81,119.66,1526.13,3276.82,5032.83,159.23,70.20,998.06,929.16,2268.11,73.18,87.80,54.74,16.24,213.43,17.91,58.66,152.07,162.75,43.33,191.75,397.82,839.89,3.84,14.43,7.72,2.89,2.77,355.04,1.08,12.30,368.42,7.26,0.63,6.63,37.69,325.43,11.93,337.36,12.72,10.59,7.03,10.53,122.58,138.13,129.67,103.81,486.15,589.96,719.63,50.52,3.29,53.81,971.34,2005.50,5.75,66533.64,22142.17,53.87,2268.11,,,,,,,,,,,,
21332.25,26.09,16.43,10421.17,120.74,1695.47,3422.02,5509.36,46.58,74.40,1056.85,987.60,2273.56,75.56,91.55,50.84,16.93,198.00,18.65,64.14,163.96,167.77,44.99,200.62,413.38,858.13,4.42,16.55,8.14,3.58,3.07,398.36,1.20,12.88,412.45,8.10,0.70,7.40,40.03,367.26,12.56,379.82,12.68,10.62,7.23,10.71,106.37,134.43,135.14,108.32,507.77,616.09,751.23,55.43,3.70,59.14,1142.16,2193.32,6.11,76695.92,23690.12,56.87,2273.56,,,,,,,,,,,,
21267.55,23.59,5.05,11364.35,113.37,1685.86,2866.19,5191.68,-53.68,71.13,1064.93,994.37,2279.00,74.75,91.13,52.08,17.15,180.41,18.83,61.97,126.37,168.04,44.59,204.09,416.72,804.29,4.33,17.60,8.30,3.59,3.07,396.00,1.21,12.90,410.11,7.81,0.82,6.98,28.89,375.62,12.58,388.21,12.90,10.71,7.23,10.83,100.41,140.31,133.71,109.20,518.07,627.27,760.97,56.08,3.70,59.79,1154.59,2216.07,5.51,83064.97,26796.80,49.40,2279.00,,,,,,,,,,,,
17941.71,27.26,10.91,9344.52,106.16,1630.61,2296.59,4444.98,7.26,73.43,1055.06,985.53,2284.45,72.58,86.40,49.03,16.68,151.72,18.72,56.81,153.12,158.73,40.90,193.61,393.24,773.61,4.60,16.78,8.27,3.74,3.19,338.67,1.07,12.03,351.77,6.68,0.87,5.81,13.47,332.43,11.68,344.11,12.87,10.70,7.15,10.69,109.73,141.90,128.60,104.24,499.27,603.51,732.11,49.09,3.59,52.68,914.91,1951.33,5.56,67613.84,23978.41,54.71,2284.45,,,,,,,,,,,,
16766.75,26.63,5.66,9093.29,112.23,1604.63,1731.43,4109.85,11.66,71.36,1062.89,990.74,2289.90,67.36,78.74,51.88,14.18,160.74,19.26,49.95,189.93,157.83,42.52,194.81,395.15,815.02,4.19,13.74,7.96,3.88,3.24,300.14,0.97,11.72,312.83,6.03,0.85,5.18,14.64,292.06,11.31,303.37,12.46,10.47,6.72,10.15,187.31,191.27,132.02,102.06,520.22,622.27,754.30,48.32,3.70,52.03,741.36,1926.26,6.15,65727.43,21194.52,55.87,2289.90,,,,,,,,,,,,
14303.43,25.36,2.78,7493.65,109.45,1622.05,1673.78,3425.83,-119.84,70.37,1064.11,994.08,2295.34,64.48,74.20,36.25,14.99,175.34,19.25,41.58,180.25,162.04,42.71,194.54,399.29,815.70,3.90,10.77,7.67,3.87,3.14,284.48,0.96,11.98,297.43,6.83,0.71,6.11,19.11,272.89,11.54,284.43,12.75,10.24,6.66,10.11,379.61,280.33,128.94,105.53,548.00,653.53,782.47,54.82,3.59,58.40,663.54,2164.35,5.90,54425.01,19546.03,54.76,2295.34,,,,,,,,,,,,
15440.10,28.22,5.30,7893.93,101.51,1693.35,2305.77,3502.08,-162.09,72.03,1141.75,1069.90,2300.79,53.47,61.10,56.82,14.88,210.03,20.48,36.52,214.25,172.27,45.42,202.07,419.75,901.03,3.96,9.06,7.27,4.32,4.16,331.79,0.98,12.46,345.24,7.16,0.73,6.42,33.51,306.16,11.99,318.15,12.21,10.08,6.63,10.07,793.95,462.25,131.55,111.68,621.71,733.38,864.93,73.68,3.70,77.38,668.76,2867.27,6.35,56080.18,20569.52,56.59,2300.79,,,,,,,,,,,,
17502.24,26.52,0.00,7798.29,77.20,1645.13,3774.61,3913.74,192.67,70.13,1094.56,1023.22,2305.00,51.00,57.16,67.98,15.12,258.18,19.75,35.95,189.64,169.67,46.73,177.48,393.88,897.40,4.21,9.38,7.59,4.91,4.32,327.53,1.06,12.48,341.07,5.60,0.83,4.77,19.29,314.48,12.07,326.56,12.22,10.19,6.57,10.15,831.93,481.25,130.94,113.70,616.96,730.65,861.59,73.36,3.68,77.03,639.11,2890.91,6.33,55304.23,20432.11,57.85,2305.00,,,,,,,,,,,,
14675.37,24.75,7.26,5704.01,98.80,1526.37,3551.53,3779.51,-82.70,65.84,967.23,906.69,2310.00,52.50,59.21,77.52,15.30,229.35,17.63,41.09,202.14,154.81,41.60,165.62,362.04,852.26,4.13,10.06,7.90,4.62,3.74,276.09,0.93,11.39,288.41,4.41,0.96,3.45,7.89,273.00,10.99,283.98,12.82,10.48,6.63,10.33,581.67,361.45,120.22,102.45,541.97,644.42,764.63,58.88,3.32,62.20,550.28,2320.23,5.70,40818.16,18240.45,51.19,2310.00,,,,,,,,,,,,
16101.85,27.06,0.00,4816.74,118.23,1569.14,4481.18,5062.01,-50.84,74.80,1082.74,1026.59,2315.00,61.41,71.74,48.52,15.39,281.42,19.68,65.96,238.56,168.99,45.03,190.12,404.14,1009.75,3.83,9.90,7.68,4.03,3.52,305.03,1.05,11.86,317.93,4.82,1.19,3.64,22.20,287.86,11.50,299.37,12.90,10.48,6.74,10.34,581.91,373.14,133.08,107.63,583.49,691.12,824.20,63.79,3.68,67.47,667.12,2513.84,6.22,36072.47,19947.98,55.85,2315.00,,,,,,,,,,,,
15436.07,19.34,3.53,4248.56,129.63,1412.87,4397.51,5155.79,-9.02,77.86,1057.37,989.17,2320.00,62.91,76.20,48.93,13.12,272.45,19.22,71.66,236.73,158.32,41.61,182.92,382.85,982.91,4.17,11.39,8.09,4.18,3.49,281.44,0.90,11.34,293.68,5.47,1.20,4.27,18.48,268.56,10.91,279.47,12.70,10.40,6.60,10.10,280.84,213.26,128.99,103.02,522.25,625.27,754.27,48.58,3.56,52.14,613.90,1914.40,4.53,30739.27,17875.54,43.50,2320.00,,,,,,,,,,,,
