Month,AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
2011-09-01,18730.24,153.1,8.18,9942.13,161.97,2960.29,3241.72,2162.89,-17.47,49.21,1012.71,942.3,1930.39,73.41,90.67,52.87,13.97,207.71,17.13,10.53,66.74,166.92,37.73,158.33,362.98,665.08,5.94,15.63,9.46,4.84,4.71,325.11,0.87,11.95,337.93,4.04,1.02,3.02,3.51,326.25,11.2,337.45,12.17,10.59,7.15,10.29,122.75,141.63,109.47,90.59,458.61,549.2,658.66,45.93,2.46,48.39,684.2,1655.63,61.06,73286.07,25141.57,120.8,1956.32,265.33,12145.0,44327.33,4647.0,324.33,1172.33,2684.67,1752.0,596.0,408.0,4642.0,73090.67
2011-10-01,16050.13,166.52,3.09,7983.3,131.38,3358.66,2276.99,2067.52,-81.17,72.71,1062.73,988.8,1932.42,68.8,82.42,45.69,13.24,192.25,17.84,9.5,102.27,165.52,39.84,165.55,370.91,692.76,5.45,12.85,8.94,4.71,4.49,296.68,0.8,11.22,308.7,3.7,0.91,2.79,12.85,288.13,10.5,298.64,12.08,10.25,6.77,9.83,225.51,206.14,116.32,84.51,486.14,570.65,686.97,48.36,2.55,50.91,574.93,1744.45,65.11,57314.29,22072.77,130.19,1958.52,260.75,12145.0,44378.5,4647.0,324.5,1174.75,2689.25,1753.0,642.0,408.0,4723.25,73263.25
2011-11-01,15525.97,122.76,3.13,7877.08,156.85,3268.23,1959.49,2009.52,-2.28,77.8,1038.19,964.95,1934.45,58.02,67.9,50.96,12.52,200.93,17.57,7.57,120.85,166.68,40.35,165.57,372.61,719.53,5.29,10.78,8.62,4.64,4.26,291.64,0.8,11.66,304.1,3.47,1.13,2.34,20.32,275.24,10.89,286.12,11.78,9.98,6.53,9.58,434.5,286.45,114.77,86.03,508.17,594.2,708.97,56.95,2.46,59.41,542.55,2031.87,46.46,56338.56,20439.48,106.9,1960.72,256.17,12145.0,44429.67,4647.0,324.67,1177.17,2693.83,1754.0,688.0,408.0,4804.5,73435.83
2011-12-01,17704.93,150.34,3.01,10243.56,147.44,3325.06,1776.46,1988.68,-67.21,84.35,1079.78,1004.81,1936.49,55.59,64.13,33.52,12.03,230.58,18.26,7.37,103.53,176.38,41.32,174.94,392.65,752.38,5.03,9.83,8.3,4.59,4.18,322.23,0.87,12.64,335.74,4.26,0.87,3.39,25.47,301.84,11.81,313.65,11.4,9.77,6.51,9.53,693.23,400.21,117.94,95.54,546.52,642.06,760.0,72.0,2.55,74.55,613.89,2541.88,55.82,72293.27,21808.17,121.96,1962.92,251.58,12145.0,44480.83,4647.0,324.83,1179.58,2698.42,1755.0,734.0,408.0,4885.75,73608.42
2012-01-01,15904.5,148.2,7.12,9419.37,151.38,2699.73,1334.54,1990.22,17.93,77.79,1024.61,951.23,1967.15,60.18,69.71,33.83,12.74,219.89,17.4,7.18,129.73,172.87,38.4,154.45,365.72,739.92,4.85,9.62,8.04,4.58,3.82,326.19,0.92,12.43,339.53,4.15,0.93,3.22,20.1,310.98,11.67,322.64,11.41,9.84,6.44,9.61,794.37,445.86,118.88,94.33,571.54,665.88,784.76,79.83,2.54,82.37,648.82,2756.18,54.14,68112.26,20887.55,120.99,1967.15,247.0,12145.0,44532.0,4647.0,325.0,1182.0,2703.0,1756.0,780.0,408.0,4967.0,73781.0
2012-02-01,14595.2,146.77,12.53,9415.71,136.92,1491.04,1105.48,2108.22,73.65,70.36,965.38,896.66,1971.37,55.62,66.21,47.09,12.46,193.02,16.39,8.05,105.17,162.4,36.33,151.02,349.75,672.38,4.73,9.47,7.76,4.19,3.46,296.79,0.9,11.7,309.39,3.64,0.87,2.77,14.16,286.98,11.02,298.0,11.51,9.94,6.45,9.58,662.06,387.05,109.04,88.88,534.33,623.22,732.25,72.4,2.38,74.77,644.53,2500.65,55.39,68045.76,19050.38,114.73,1971.37,247.0,12145.83,44745.08,4459.17,325.0,1184.5,2703.0,1755.5,973.5,451.08,5035.17,74113.92
2012-03-01,14993.49,146.46,8.2,8947.35,146.64,1674.98,1493.44,2435.06,60.94,71.63,1046.98,976.06,1975.6,54.59,66.39,60.06,12.31,246.55,17.61,11.52,133.48,165.53,39.88,162.97,368.38,777.53,4.84,10.41,8.16,3.71,3.09,296.5,0.91,11.68,309.09,4.21,1.2,3.01,17.35,283.73,11.01,294.74,11.7,9.84,6.46,9.52,403.15,261.56,117.01,90.89,517.65,608.54,725.54,60.87,2.54,63.4,674.1,2127.76,53.78,65542.84,20177.83,115.55,1975.6,247.0,12146.67,44958.17,4271.33,325.0,1187.0,2703.0,1755.0,1167.0,494.17,5103.33,74446.83
2012-04-01,14506.22,106.11,18.24,8275.19,132.92,1185.12,2307.14,2358.83,58.27,62.75,1031.13,959.58,1979.82,60.56,74.3,56.07,12.37,250.22,17.08,13.31,120.94,156.66,37.23,159.35,353.24,754.79,4.19,10.94,8.04,3.21,2.81,283.18,0.89,11.16,295.23,5.0,1.26,3.74,17.67,270.76,10.54,281.29,11.92,9.82,6.38,9.47,279.21,208.94,112.91,90.28,489.23,579.52,692.42,55.7,2.46,58.16,714.34,1953.07,42.27,61986.89,18947.64,71.65,1979.82,247.0,12147.5,45171.25,4083.5,325.0,1189.5,2703.0,1754.5,1360.5,537.25,5171.5,74779.75
2012-05-01,15954.17,72.03,8.78,8218.3,130.87,822.97,3471.66,3039.43,112.41,71.08,1061.23,987.8,1984.04,66.36,81.13,58.86,12.87,272.56,17.79,15.74,119.34,165.31,38.2,168.68,372.19,797.62,4.3,12.61,8.14,3.02,3.05,323.6,0.93,11.99,336.52,5.47,1.15,4.32,32.57,296.97,11.3,308.27,11.9,9.96,6.53,9.64,163.08,149.14,117.15,94.99,481.29,576.28,693.43,53.18,2.54,55.71,812.47,1873.84,23.79,62324.06,20601.2,79.48,1984.04,247.0,12148.33,45384.33,3895.67,325.0,1192.0,2703.0,1754.0,1554.0,580.33,5239.67,75112.67
2012-06-01,16375.64,128.91,14.97,8703.03,126.03,1096.92,3050.12,3102.43,70.77,74.32,1021.35,950.25,1988.27,67.95,84.43,62.1,14.67,253.69,17.36,16.46,113.93,164.83,37.01,164.1,365.94,767.37,4.63,14.18,8.44,3.34,3.21,347.76,0.98,12.09,360.83,5.37,1.21,4.16,28.4,325.16,11.43,336.59,12.09,10.39,6.89,10.13,123.34,131.07,112.65,97.77,468.04,565.81,678.47,53.15,2.46,55.6,879.88,1868.36,46.19,64914.98,22015.23,104.86,1988.27,247.0,12149.17,45597.42,3707.83,325.0,1194.5,2703.0,1753.5,1747.5,623.42,5307.83,75445.58
2012-07-01,18443.32,125.18,8.64,10270.36,135.15,1674.24,3281.74,2808.73,63.6,68.73,1065.74,991.33,1992.49,73.34,90.45,52.95,14.26,252.09,17.95,16.86,83.95,171.85,39.31,156.84,367.99,738.84,4.88,15.13,8.52,3.6,3.54,400.32,1.14,13.19,414.64,6.68,1.01,5.67,36.82,370.96,12.53,383.49,12.0,10.39,7.13,10.3,107.52,124.5,119.42,107.19,467.89,575.08,694.5,59.04,2.54,61.58,1081.69,2069.77,46.48,76726.06,23334.01,108.25,1992.49,247.0,12150.0,45810.5,3520.0,325.0,1197.0,2703.0,1753.0,1941.0,666.5,5376.0,75778.5
2012-08-01,21409.19,135.6,11.58,13518.69,130.99,1672.77,2974.88,2777.04,111.35,69.42,1058.37,983.43,1996.71,80.69,98.06,40.34,15.2,219.19,17.79,16.28,80.59,173.26,39.28,166.44,378.98,712.83,5.13,15.82,8.71,3.83,3.61,381.49,1.05,13.16,395.7,6.35,0.85,5.5,23.99,364.79,12.42,377.21,12.17,10.39,7.08,10.32,105.6,133.48,118.83,104.79,482.43,587.22,706.05,57.21,2.54,59.75,1003.94,2008.82,51.6,105130.32,26232.37,111.7,1996.71,247.0,12150.83,46023.58,3332.17,325.0,1199.5,2703.0,1752.5,2134.5,709.58,5444.17,76111.42
2012-09-01,19230.21,126.13,10.8,12311.17,97.91,1603.81,2439.49,2442.43,130.17,61.03,1040.98,967.29,2000.94,79.21,94.27,36.63,15.51,167.52,17.58,15.2,83.64,167.65,37.26,148.91,353.82,637.76,4.76,14.72,8.35,3.56,3.54,321.59,0.93,12.07,334.59,4.91,0.91,4.0,9.13,318.09,11.37,329.46,12.3,10.5,6.97,10.26,118.61,141.66,115.66,95.57,479.46,575.03,690.69,51.2,2.46,53.66,802.59,1807.21,47.96,93131.96,24117.86,106.39,2000.94,247.0,12151.67,46236.67,3144.33,325.0,1202.0,2703.0,1752.0,2328.0,752.67,5512.33,76444.33
2012-10-01,17602.94,98.0,15.03,11408.71,125.43,1520.72,1890.19,2483.55,-1.34,55.62,1058.41,982.89,2005.16,69.31,82.94,48.79,13.29,157.02,18.03,13.99,120.24,168.3,40.77,158.24,367.31,676.58,4.65,11.68,8.07,3.94,4.0,298.91,0.9,11.84,311.65,4.41,0.74,3.66,13.43,290.74,11.15,301.88,12.03,10.08,6.62,9.74,240.11,212.77,119.77,93.51,509.27,602.79,722.56,53.92,2.54,56.46,669.2,1901.08,35.54,85123.35,23816.74,95.05,2005.16,247.0,12152.5,46449.75,2956.5,325.0,1204.5,2703.0,1751.5,2521.5,795.75,5580.5,76777.25
2012-11-01,15152.94,60.18,8.73,9862.56,93.99,1541.25,1521.08,2031.62,-31.2,60.01,1053.75,981.38,2009.38,61.48,72.4,53.2,12.88,178.26,18.02,11.41,110.85,167.17,40.67,149.27,357.11,675.65,4.79,9.99,7.99,4.46,4.43,293.05,0.88,12.05,305.98,4.7,0.8,3.9,20.35,278.21,11.31,289.52,11.75,9.89,6.5,9.58,482.13,308.08,116.07,92.89,524.35,617.25,733.32,62.11,2.46,64.56,579.75,2167.84,16.67,72003.02,20023.56,69.47,2009.38,247.0,12153.33,46662.83,2768.67,325.0,1207.0,2703.0,1751.0,2715.0,838.83,5648.67,77110.17
2012-12-01,15350.77,81.52,9.46,9317.88,75.92,1523.86,1967.61,2389.28,-91.69,71.95,1091.09,1016.28,2013.61,52.23,61.1,64.59,12.67,218.71,18.61,11.01,138.22,174.43,42.28,151.96,368.68,755.23,4.79,9.8,8.18,4.73,4.35,321.0,0.89,12.75,334.64,4.4,1.07,3.33,28.75,297.29,11.93,309.22,11.62,9.81,6.52,9.64,670.34,390.84,118.88,97.92,551.69,649.61,768.49,72.2,2.54,74.73,599.5,2503.91,27.93,66795.41,20333.69,85.01,2013.61,247.0,12154.17,46875.92,2580.83,325.0,1209.5,2703.0,1750.5,2908.5,881.92,5716.83,77443.08
2013-01-01,15458.49,65.34,2.84,9693.41,110.42,1672.51,1693.73,2174.67,-32.63,78.2,1068.25,994.31,2017.85,54.24,62.9,36.03,13.03,236.89,18.58,10.48,140.62,185.33,41.43,149.12,375.89,782.45,4.52,9.15,7.75,4.58,4.56,335.06,0.98,12.92,348.97,5.38,1.06,4.32,20.31,320.68,12.3,332.98,11.46,9.77,6.5,9.64,872.29,478.98,123.95,100.08,576.22,676.3,800.25,93.02,2.55,95.57,631.69,2878.79,21.05,69201.29,22027.29,74.74,2017.85,247.0,12155.0,47089.0,2393.0,325.0,1212.0,2703.0,1750.0,3102.0,925.0,5785.0,77776.0
2013-02-01,13761.44,60.36,2.66,8942.46,113.25,793.3,1503.71,2283.21,-7.41,69.9,948.56,881.12,2022.1,54.58,65.18,43.59,12.98,194.81,16.67,12.24,134.3,166.59,36.99,139.26,342.84,700.85,4.56,9.23,7.78,4.54,4.59,297.2,0.89,11.64,309.73,5.09,0.85,4.25,11.42,291.48,11.08,302.56,11.63,10.06,6.66,9.77,750.08,429.01,112.28,89.41,532.78,622.19,734.48,82.89,2.31,85.2,568.39,2567.16,20.09,63679.8,19212.53,70.76,2022.1,238.0,12162.42,47014.08,2393.0,325.08,1219.0,2703.0,1749.92,3241.67,955.58,5792.0,77883.67
2013-03-01,14469.72,29.97,3.13,8590.14,151.07,995.69,1786.29,2887.17,-31.51,57.78,1078.96,1005.55,2026.34,60.83,75.23,50.37,12.84,195.92,18.54,17.08,150.33,181.59,42.16,161.0,384.75,766.61,4.75,9.35,7.77,4.59,4.5,311.83,1.0,12.58,325.4,5.58,0.95,4.63,20.8,297.23,12.0,309.23,11.61,10.02,6.64,9.71,662.26,393.46,123.98,97.17,556.84,654.01,777.99,80.94,2.55,83.49,603.91,2521.11,6.26,61662.02,19826.86,58.42,2026.34,229.0,12169.83,46939.17,2393.0,325.17,1226.0,2703.0,1749.83,3381.33,986.17,5799.0,77991.33
2013-04-01,14730.21,58.32,4.96,7392.38,127.53,1625.68,2253.97,3233.84,-0.12,33.64,987.77,931.76,2030.58,61.32,74.8,55.01,12.98,239.45,17.38,18.67,166.74,171.49,40.77,161.77,374.03,816.27,5.16,10.43,8.15,4.95,4.84,286.81,0.95,11.58,299.33,5.22,1.25,3.98,14.45,277.78,11.08,288.86,11.93,9.96,6.58,9.66,366.42,249.3,121.53,92.42,508.17,600.59,722.12,62.33,2.47,64.8,564.83,1967.46,19.72,53984.54,19388.69,64.73,2030.58,220.0,12177.25,46864.25,2393.0,325.25,1233.0,2703.0,1749.75,3521.0,1016.75,5806.0,78099.0
2013-05-01,15986.83,54.2,8.29,7788.85,111.75,1677.72,2707.41,3575.21,16.39,44.25,1040.76,979.37,2034.83,67.19,81.32,53.66,13.8,271.44,17.87,20.77,154.93,178.79,41.47,169.9,390.16,855.18,5.55,12.61,8.71,5.0,4.79,309.03,0.98,12.15,322.16,5.97,0.96,5.01,26.16,289.4,11.61,301.01,12.4,10.22,6.75,9.92,193.22,168.85,125.15,93.41,499.53,592.94,718.09,54.95,2.55,57.5,614.81,1752.47,18.74,58001.15,21327.5,71.09,2034.83,211.0,12184.67,46789.33,2393.0,325.33,1240.0,2703.0,1749.67,3660.67,1047.33,5813.0,78206.67
2013-06-01,17518.19,119.61,2.96,9217.1,111.3,1483.96,2861.12,3553.47,85.54,77.65,1009.72,938.41,2039.07,70.2,86.3,57.47,15.84,261.27,17.42,22.02,131.17,179.13,40.44,172.55,392.12,824.0,5.74,15.02,9.07,4.9,4.56,343.29,1.03,12.51,356.82,6.29,0.78,5.51,30.17,320.2,11.97,332.17,12.54,10.65,7.25,10.45,127.66,136.05,120.93,95.7,468.19,563.89,684.82,54.77,2.47,57.24,737.15,1742.92,47.62,67821.54,21981.28,104.36,2039.07,202.0,12192.08,46714.42,2393.0,325.42,1247.0,2703.0,1749.58,3800.33,1077.92,5820.0,78314.33
2013-07-01,20221.01,118.03,4.13,11679.54,116.41,1485.85,3192.67,3422.25,118.1,80.54,1072.84,999.08,2043.31,74.56,91.26,52.47,15.78,260.04,18.15,22.3,105.84,190.45,41.96,170.61,403.03,809.36,5.51,16.3,9.04,4.47,4.34,380.11,1.24,13.5,394.85,6.86,0.98,5.87,28.99,358.7,13.03,371.73,12.65,10.7,7.45,10.69,111.51,135.06,127.43,104.53,473.39,577.92,705.35,60.74,2.55,63.29,911.12,1926.33,47.52,86114.58,25635.02,105.11,2043.31,193.0,12199.5,46639.5,2393.0,325.5,1254.0,2703.0,1749.5,3940.0,1108.5,5827.0,78422.0
2013-08-01,19948.22,111.26,4.15,11937.4,115.44,1688.18,2628.51,3433.48,-52.61,78.13,1062.55,993.21,2047.56,75.43,92.42,47.73,15.66,206.4,18.01,23.25,91.92,188.04,42.2,170.07,400.31,739.9,5.24,16.43,9.04,4.31,4.03,370.94,1.15,13.2,385.29,6.99,0.85,6.14,25.17,353.58,12.68,366.26,12.53,10.69,7.37,10.58,107.73,137.02,127.16,103.61,487.99,591.6,718.76,60.79,2.55,63.34,900.53,1927.38,45.65,87267.45,25147.42,99.02,2047.56,184.0,12206.92,46564.58,2393.0,325.58,1261.0,2703.0,1749.42,4079.67,1139.08,5834.0,78529.67
2013-09-01,18906.17,100.77,4.23,11891.26,137.66,1634.28,1766.08,3222.71,66.13,79.16,1034.48,964.11,2051.8,75.04,89.9,42.68,15.66,161.83,17.62,22.05,111.38,176.63,39.91,169.99,386.54,699.41,5.21,15.69,8.8,4.36,4.22,327.64,1.07,12.23,340.94,5.66,0.73,4.93,10.63,323.48,11.76,335.24,12.51,10.53,7.22,10.43,117.8,141.93,122.74,95.66,479.38,575.04,697.77,55.52,2.47,57.99,751.48,1766.97,39.57,87096.19,24297.24,95.38,2051.8,175.0,12214.33,46489.67,2393.0,325.67,1268.0,2703.0,1749.33,4219.33,1169.67,5841.0,78637.33
2013-10-01,16374.07,46.36,2.89,10315.61,101.22,1581.36,1409.27,2807.27,37.72,71.45,1060.77,997.97,2056.04,65.26,79.06,48.2,14.64,164.09,18.4,21.26,130.09,180.83,41.98,182.75,405.55,739.4,4.88,12.38,8.28,4.36,4.26,301.78,0.96,12.18,314.93,5.32,0.97,4.35,13.28,294.37,11.62,305.99,12.36,10.28,6.87,10.02,222.67,206.67,127.21,95.69,516.19,611.88,739.1,58.74,2.55,61.29,637.04,1866.76,15.05,73632.17,22151.81,64.14,2056.04,166.0,12221.75,46414.75,2393.0,325.75,1275.0,2703.0,1749.25,4359.0,1200.25,5848.0,78745.0
2013-11-01,15509.5,30.41,3.03,10189.73,117.34,1595.49,1033.06,2470.97,-1.06,70.51,923.57,923.48,2060.29,62.1,72.8,46.03,14.02,168.66,16.96,17.58,150.78,181.21,42.27,174.95,398.43,752.4,4.78,10.04,7.94,4.62,4.36,301.29,0.94,12.32,314.54,5.56,0.9,4.66,25.99,281.49,11.72,293.21,12.1,10.03,6.65,9.79,517.53,345.13,124.37,97.54,554.82,652.36,776.73,74.03,2.47,76.5,601.02,2316.91,6.26,73455.13,18993.76,56.12,2060.29,157.0,12229.17,46339.83,2393.0,325.83,1282.0,2703.0,1749.17,4498.67,1230.83,5855.0,78852.67
2013-12-01,17193.26,28.54,4.75,11884.98,92.32,1677.93,918.78,2513.38,-2.25,74.83,1018.33,944.26,2064.53,58.11,68.26,30.73,13.23,201.59,18.42,17.33,133.26,189.46,44.86,185.2,419.52,790.11,4.93,9.14,7.81,4.97,5.11,338.75,1.06,13.21,353.02,5.33,1.11,4.22,28.14,316.48,12.62,329.1,11.72,9.96,6.66,9.86,848.2,473.85,126.36,105.08,601.64,706.72,833.08,94.36,2.55,96.91,668.79,2920.83,5.78,85695.01,21343.08,51.38,2064.53,148.0,12236.58,46264.92,2393.0,325.92,1289.0,2703.0,1749.08,4638.33,1261.42,5862.0,78960.33
2014-01-01,15716.06,24.74,4.92,10657.38,94.0,1597.32,811.77,2446.93,-0.22,79.22,990.16,917.78,2070.98,64.22,74.26,23.96,13.86,205.74,18.28,16.51,170.34,190.94,44.92,162.61,398.48,809.34,5.56,9.26,8.11,5.69,7.46,363.65,1.22,12.39,377.26,5.47,1.28,4.18,28.16,341.24,12.04,353.28,11.65,10.35,6.98,10.12,1037.2,571.74,120.92,105.53,616.8,722.33,843.24,86.07,3.0,89.07,662.88,3204.13,5.11,75698.85,21034.01,48.64,2070.98,139.0,12244.0,46190.0,2393.0,326.0,1296.0,2703.0,1749.0,4778.0,1292.0,5869.0,79068.0
2014-02-01,14291.93,26.29,2.62,9959.62,101.79,799.06,726.17,2622.3,-14.5,68.57,890.9,829.88,2077.43,58.7,70.54,54.03,13.65,165.44,16.34,17.9,133.22,173.55,40.83,150.24,364.62,697.53,6.41,9.77,8.69,6.63,7.8,312.28,0.96,11.11,324.35,4.44,1.29,3.15,7.87,308.94,10.68,319.62,11.94,10.68,7.12,10.33,852.93,490.11,111.8,88.88,570.31,659.19,770.99,73.4,2.71,76.11,551.11,2741.24,5.46,72027.85,18728.0,50.69,2077.43,135.83,12244.67,46051.17,2393.0,326.0,1295.25,2704.08,1748.33,4886.58,1288.42,5878.58,79040.83
2014-03-01,14120.89,82.02,2.75,8610.77,89.32,960.1,954.49,3364.73,-18.55,75.26,994.22,921.85,2083.87,60.33,72.23,57.38,13.59,230.69,18.11,26.14,168.67,190.24,44.53,167.35,402.12,845.72,6.57,10.7,9.35,6.47,6.29,318.91,0.97,11.94,331.82,5.58,1.94,3.65,21.66,302.39,11.42,313.81,12.25,10.65,6.99,10.28,699.92,420.93,124.67,94.45,586.19,680.63,805.31,67.92,3.0,70.92,560.81,2557.89,29.76,62583.54,18994.26,86.53,2083.87,132.67,12245.33,45912.33,2393.0,326.0,1294.5,2705.17,1747.67,4995.17,1284.83,5888.17,79013.67
2014-04-01,15121.18,53.34,2.82,8195.34,115.19,1644.75,1424.3,3670.47,-52.51,67.48,998.48,929.56,2090.32,62.89,75.4,51.32,11.74,241.93,17.71,28.97,177.22,179.83,43.9,167.44,391.17,857.01,5.64,11.76,9.49,5.85,5.25,285.45,0.93,11.25,297.63,4.79,1.34,3.45,14.42,275.89,10.78,286.67,12.31,10.46,6.77,10.0,356.14,251.04,123.6,89.41,538.38,627.79,751.39,51.31,2.9,54.21,548.9,1961.68,20.64,59879.74,19847.01,58.12,2090.32,129.5,12246.0,45773.5,2393.0,326.0,1293.75,2706.25,1747.0,5103.75,1281.25,5897.75,78986.5
2014-05-01,16423.1,48.01,5.02,8235.18,94.67,1679.9,2078.64,4278.26,-65.47,66.73,1021.99,947.96,2096.77,68.57,81.94,49.53,14.47,252.43,18.06,33.03,148.37,182.66,43.13,176.16,401.95,853.84,5.9,13.6,9.7,5.74,5.09,312.07,0.99,11.67,324.72,5.39,0.83,4.56,26.67,291.42,11.2,302.62,12.85,10.54,6.83,10.21,203.46,176.75,127.03,92.09,513.98,606.07,733.1,46.99,3.0,49.98,646.93,1810.22,18.41,60503.63,20712.61,61.83,2096.77,126.33,12246.67,45634.67,2393.0,326.0,1293.0,2707.33,1746.33,5212.33,1277.67,5907.33,78959.33
2014-06-01,16859.79,117.59,3.31,8134.59,99.47,1627.66,2226.02,4569.44,9.46,67.48,1006.98,935.76,2103.22,69.35,86.57,63.65,15.99,244.82,17.52,34.81,150.25,187.24,42.41,173.17,402.82,850.22,6.05,16.13,9.94,5.46,4.99,344.99,1.04,11.81,357.84,5.49,1.05,4.45,28.12,322.79,11.38,334.17,12.99,10.96,7.39,10.75,125.6,141.45,123.57,91.29,494.53,585.81,709.38,45.27,2.9,48.17,720.75,1745.35,45.77,59466.79,22629.66,98.46,2103.22,123.17,12247.33,45495.83,2393.0,326.0,1292.25,2708.42,1745.67,5320.92,1274.08,5916.92,78932.17
2014-07-01,20038.76,118.95,4.27,11509.08,115.42,1663.33,2326.14,4083.97,135.47,78.45,1047.54,975.84,2109.66,75.2,91.68,58.21,17.05,231.64,17.94,34.24,115.9,193.17,44.99,179.72,417.88,817.59,5.99,17.23,10.06,5.43,4.58,371.82,1.17,12.79,385.78,6.3,1.03,5.27,27.17,351.52,12.36,363.88,13.09,11.17,7.62,11.03,112.79,137.61,130.41,99.16,505.89,605.05,735.46,48.87,3.0,51.87,843.3,1881.02,48.03,84533.66,25635.58,102.35,2109.66,120.0,12248.0,45357.0,2393.0,326.0,1291.5,2709.5,1745.0,5429.5,1270.5,5926.5,78905.0
2014-08-01,19609.77,119.51,4.11,11885.37,115.22,1508.5,1902.8,4053.28,-65.08,81.54,1045.22,974.1,2109.66,75.23,91.0,53.56,17.25,188.37,18.03,34.97,96.72,194.42,42.95,182.02,419.39,757.48,5.49,17.41,9.67,4.96,4.25,370.3,1.18,12.86,384.34,6.68,0.86,5.82,25.85,351.88,12.42,364.3,13.04,11.05,7.51,10.91,105.19,137.12,131.12,100.79,507.75,608.53,739.65,50.3,3.0,53.3,897.81,1933.06,46.42,86428.32,25279.32,102.64,2109.66,116.83,12248.67,45218.17,2393.0,326.0,1290.75,2710.58,1744.33,5538.08,1266.92,5936.08,78877.83
2014-09-01,19258.36,109.04,6.39,12433.53,126.96,1611.91,1253.37,3641.61,-6.25,78.1,1013.91,945.31,2122.56,76.76,91.37,48.43,17.3,152.87,17.65,33.13,109.55,182.76,40.64,171.97,395.37,708.56,5.51,16.27,9.39,5.02,4.34,326.76,1.09,12.04,339.89,6.03,0.77,5.27,6.63,326.91,11.62,338.53,12.95,11.16,7.37,10.83,121.74,148.91,126.84,94.66,496.33,590.99,717.83,46.97,2.9,49.87,770.95,1809.29,42.69,91144.16,25534.9,97.15,2122.56,113.67,12249.33,45079.33,2393.0,326.0,1290.0,2711.67,1743.67,5646.67,1263.33,5945.67,78850.67
2014-10-01,17837.41,50.8,4.33,12257.36,119.12,940.93,1007.93,3374.79,37.07,45.07,1041.71,969.63,2129.01,71.61,85.26,47.84,15.36,163.18,18.19,30.81,137.97,186.97,42.47,180.0,409.43,759.58,5.16,13.11,8.97,5.03,4.23,301.85,1.01,11.67,314.52,5.37,0.95,4.42,11.05,296.68,11.22,307.9,12.6,10.83,7.07,10.34,212.08,202.36,132.37,94.66,515.26,609.92,742.29,49.7,3.0,52.7,703.39,1912.81,16.74,90065.07,24204.14,65.83,2129.01,110.5,12250.0,44940.5,2393.0,326.0,1289.25,2712.75,1743.0,5755.25,1259.75,5955.25,78823.5
2014-11-01,14435.57,27.3,2.97,8879.44,138.33,1422.92,831.8,3061.16,4.45,67.19,1026.8,957.61,2135.45,64.42,73.73,41.49,15.16,177.12,18.18,25.0,179.42,185.56,41.55,173.17,400.28,800.0,4.91,10.19,8.29,5.02,4.68,304.74,0.96,11.8,317.5,5.58,0.88,4.71,25.5,285.41,11.29,296.7,12.48,10.52,6.75,10.13,543.54,361.53,127.28,94.2,565.42,659.62,786.9,62.26,2.9,65.16,600.39,2357.52,5.8,64543.5,18667.42,54.25,2135.45,107.33,12250.67,44801.67,2393.0,326.0,1288.5,2713.83,1742.33,5863.83,1256.17,5964.83,78796.33
2014-12-01,15094.8,27.18,3.93,9668.77,123.48,1529.6,987.92,2749.82,-68.62,72.72,1023.82,955.84,2141.9,55.76,62.39,62.13,14.46,212.35,18.47,21.31,139.9,194.57,43.56,183.01,421.13,813.16,5.15,10.01,8.53,5.62,4.5,324.19,1.01,12.76,337.96,5.38,1.09,4.29,20.45,309.62,12.18,321.8,12.17,10.36,6.7,10.12,716.91,426.75,132.54,99.86,590.25,690.11,822.65,71.09,3.0,74.09,638.77,2679.17,5.61,69903.7,21317.89,51.95,2141.9,104.17,12251.33,44662.83,2393.0,326.0,1287.75,2714.92,1741.67,5972.42,1252.58,5974.42,78769.17
